1,BH10_FDSW220017130-1r,0.253736303,-0.363242333,BH
2,BH12_FDSW220017132-1r,0.255233447,-0.365462632,BH
3,BH14_FDSW220017134-1r,0.251806114,-0.360378725,BH
4,BH15_FDSW220017135-1r,0.253261874,-0.362538042,BH
5,BH2_FDSW220017122-1r,0.254068695,-0.36373535,BH
6,BH4_FDSW220017124-1r,0.254166347,-0.363880226,BH
7,BH6_FDSW220017126-1r,0.255207894,-0.365424801,BH
8,BH8_FDSW220017128-1r,0.254296439,-0.36407288,BH
9,CXD_1412_FDSW210423229-1r,-0.206392494,-0.02266859,QD
10,CXD_1414_FDSW210423231-1r,-0.213501879,-0.053292514,QD
11,CXD_1604_FDSW210423236-1r,-0.113894203,0.046744182,QD
12,CXD_1609_FDSW210423241-1r,-0.181357009,0.021297452,QD
13,CXD_1610_FDSW210423242-1r,-0.167626719,-0.005538583,QD
14,CXD_1611_FDSW210423243-1r,-0.155455384,0.005879376,QD
15,CXD_1612_FDSW210423244-1r,-0.163051173,-0.004732954,QD
16,CXD_1613_FDSW210423245-1r,-0.17031496,0.002097997,QD
17,DD1_FDSW220008388-1r,0.386429157,0.327548914,DD
18,DD13_FDSW220008400-2r,0.394928525,0.273568961,DD
19,DD3_FDSW220008390-2r,0.381016257,0.212957826,DD
20,DD5_FDSW220008392-2r,0.393334951,0.307763452,DD
21,DD7_FDSW220008394-1r,0.384548986,0.223540452,DD
22,DD9_FDSW220008396-1r,0.38761912,0.234102571,DD
23,DY10_FDME210438608-1r,0.217614584,-0.307388661,DY
24,DY11_FDME210438609-1r,0.217151492,-0.306710982,DY
25,DY13_FDME210438611-1b,0.217804782,-0.307666996,DY
26,DY15_FDME210438613-1r,0.217806539,-0.307669569,DY
27,DY2_FDME210438600-1b,0.217636261,-0.307420386,DY
28,DY6_FDME210438604-1r,0.217122647,-0.306668764,DY
29,DY7_FDME210438605-1r,0.217807217,-0.307670561,DY
30,LYG1_FDME210455382-1r,-0.247698777,0.052249673,LYG
31,LYG11_FDME210455392-2r,-0.011171231,0.089256817,LYG
32,LYG13_FDME210455394-1a,-0.099050614,0.147809911,LYG
33,LYG3_FDME210455384-1r,-0.361888126,-0.099456793,LYG
34,LYG5_FDME210455386-1r,-0.056709501,0.026186912,LYG
35,LYG6_FDME210455387-1r,-0.163216318,0.009816734,LYG
36,LYG7_FDME210455388-1r,-0.010348837,0.12474336,LYG
37,NB1_FDME210455352-1r,-0.464842469,0.010269918,NB
38,NB11_FDME210455362-1b,-0.47756811,-0.003532536,NB
39,NB12_FDME210455363-1r,-0.47763966,-0.005885841,NB
40,NB15_FDME210455366-1r,-0.477722952,-0.005590249,NB
41,NB2_FDME210455353-1r,-0.392380378,0.069291408,NB
42,NB4_FDME210455355-1r,-0.469857846,0.008941352,NB
43,NB6_FDME210455357-1r,-0.473720333,-0.003513965,NB
44,NB7_FDME210455358-1r,-0.454829687,-0.002267609,NB
45,ST1_FDME220007465-1r,0.023286176,0.299991573,ST
46,ST10_L1,0.232066213,0.407417456,ST
47,ST12_L1,0.289287018,0.367166909,ST
48,ST13_L1,0.382893401,0.211220121,ST
49,ST15_L1,0.377797469,0.202182076,ST
50,ST3_L1,0.300708315,0.389542653,ST
51,ST7_FDME220007471-1r,0.228117521,0.402689733,ST
52,ST9_L1,0.388150014,0.239948632,ST
53,SY11_FDME210455407-1r,0.091631502,-0.282782432,SY
54,SY12_FDME210455408-1r,0.024293217,-0.271701812,SY
55,SY13_FDME210455409-2a,0.161045529,-0.284901666,SY
56,SY15_FDME210455411-2a,0.159667237,-0.282208632,SY
57,SY3_FDME210455399-2a,0.160972096,-0.285509473,SY
58,SY7_FDME210455403-2a,0.15596215,-0.266969306,SY
59,SY9_FDME210455405-2a,0.04446931,-0.27678446,SY
60,WZ1_L1,-0.445449816,0.040455337,WZ
61,WZ10_L1,-0.441987315,0.041359855,WZ
62,WZ11_L1,-0.430085041,0.034703551,WZ
63,WZ14_L1,-0.452642341,0.037104798,WZ
64,WZ15_FDME210455471-1r,-0.473492469,-0.003829867,WZ
65,WZ3_L1,-0.447812195,0.044869102,WZ
66,WZ5_L1,-0.446512473,0.027646691,WZ
67,WZ7_FDME210455463-1r,-0.453994723,0.041258825,WZ
68,XM10_FDME220007444-1r,0.137884013,0.432760512,XM
69,XM12_FDME220007446-1r,0.03046951,0.354458388,XM
70,XM14_FDME220007448-1r,0.146330593,0.433161998,XM
71,XM15_FDME220007449-1r,0.108849573,0.409138301,XM
72,XM2_FDME220007436-1r,0.106190118,0.409597892,XM
73,XM4_FDME220007438-1r,0.151352329,0.437837498,XM
74,XM6_FDME220007440-1r,0.186368407,0.446328664,XM
75,XM8_FDME220007442-1r,0.18390063,0.447689513,XM
76,YC1_FDME220007405-1r,-0.09215576,0.212700411,YC
77,YC11_FDME220007415-1r,-0.112363695,0.196055648,YC
78,YC13_FDME220007417-1r,-0.092455224,0.213495131,YC
79,YC15_FDME220007419-1r,-0.078101005,0.21150448,YC
80,YC3_FDME220007407-1r,-0.085189151,0.202353223,YC
81,YC5_FDME220007409-1r,-0.000161188,0.204220821,YC
82,YC7_FDME220007411-1a,-0.071946098,0.202009316,YC
83,YC9_FDME220007413-1r,0.002925924,0.212089746,YC
84,ZH1_FDSW220008784-1r,0.020225557,-0.34480022,ZH
85,ZH11_FDSW220008794-2r,0.022334957,-0.349326214,ZH
86,ZH13_FDSW220008796-2r,0.022346937,-0.349323393,ZH
87,ZH15_FDSW220008798-2r,0.022874323,-0.348926493,ZH
88,ZH3_FDSW220008786-1r,0.023077562,-0.348631854,ZH
89,ZH5_FDSW220008788-1r,0.020853638,-0.347587778,ZH
90,ZH7_FDSW220008790-1r,0.022253293,-0.349338114,ZH
91,ZH9_FDSW220008792-2r,0.023404988,-0.34799386,ZH
